Timestamp,Average Viewers,Live Views,New Followers,Chatters,Chat Messages,Ad Breaks,New Subscriptions,Clips Created,Clip Views
1:22 PM,1,1,0,1,1,180,0,0,0
1:23 PM,3,3,0,1,1,0,0,0,0
1:24 PM,3,1,0,1,1,0,0,0,0
1:25 PM,6,1,0,4,4,0,0,0,0
1:26 PM,6,0,0,1,3,0,0,0,0
1:27 PM,6,1,0,1,1,0,0,0,0
1:28 PM,8,1,0,0,0,0,0,0,0
1:29 PM,10,0,0,2,3,0,0,0,0
1:30 PM,11,0,0,0,0,0,0,0,0
1:31 PM,8,0,0,1,5,0,0,0,0
1:32 PM,7,1,0,3,6,0,0,0,0
1:33 PM,10,1,0,2,2,0,0,0,0
1:34 PM,8,0,0,0,0,0,0,0,0
1:35 PM,8,0,0,0,0,0,0,0,0
1:36 PM,6,1,0,0,0,0,0,0,0
1:37 PM,10,0,0,0,0,0,0,0,0
1:38 PM,9,3,0,0,0,0,0,0,0
1:39 PM,12,0,0,2,6,0,0,0,0
1:40 PM,12,0,0,0,0,0,0,0,0
1:41 PM,12,0,0,2,3,0,0,0,0
1:42 PM,12,0,0,0,0,0,0,0,0
1:43 PM,13,1,0,0,0,0,0,0,0
1:44 PM,12,0,0,0,0,0,0,0,0
1:45 PM,12,0,0,0,0,0,0,0,0
1:46 PM,12,1,0,0,0,0,0,0,0
1:47 PM,13,0,0,0,0,0,0,0,0
1:48 PM,12,0,0,0,0,0,0,0,0
1:49 PM,10,0,0,0,0,0,0,0,0
1:50 PM,10,0,0,0,0,0,0,0,0
1:51 PM,9,3,0,0,0,0,0,0,0
1:52 PM,14,1,0,0,0,0,0,0,0
1:53 PM,13,0,0,0,0,0,0,0,0
1:54 PM,13,0,0,1,1,0,0,0,0
1:55 PM,15,1,0,1,2,0,0,0,0
1:56 PM,10,0,0,1,1,0,0,0,0
1:57 PM,13,0,0,0,0,0,0,0,0
1:58 PM,13,1,0,0,0,0,0,0,0
1:59 PM,12,1,0,0,0,0,0,0,0
2:00 PM,10,0,0,0,0,0,0,0,0
2:01 PM,13,0,0,0,0,0,0,0,0
2:02 PM,12,1,0,0,0,0,0,0,0
2:03 PM,15,0,0,0,0,0,0,0,0
2:04 PM,15,0,0,0,0,0,0,0,0
2:05 PM,12,0,0,0,0,0,0,0,0
2:06 PM,14,0,0,0,0,0,0,0,0
2:07 PM,14,0,0,0,0,0,0,0,0
2:08 PM,15,1,0,0,0,0,0,0,0
2:09 PM,16,1,0,0,0,0,0,0,0
2:10 PM,15,0,0,0,0,0,0,0,0
2:11 PM,17,1,0,1,1,0,0,0,0
2:12 PM,16,1,0,0,0,0,0,0,0
2:13 PM,15,2,0,0,0,0,0,0,0
2:14 PM,15,0,0,2,2,0,0,0,0
2:15 PM,16,1,0,0,0,0,0,0,0
2:16 PM,17,1,0,0,0,0,0,0,0
2:17 PM,17,1,0,0,0,0,0,0,0
2:18 PM,19,1,0,0,0,0,0,0,0
2:19 PM,21,2,0,0,0,0,0,0,0
2:20 PM,19,0,0,1,1,0,0,0,0
2:21 PM,15,0,0,3,3,0,0,0,0
2:22 PM,15,0,0,3,5,0,0,0,0
2:23 PM,16,1,0,2,3,0,0,0,0
2:24 PM,18,1,0,3,4,0,0,0,0
2:25 PM,17,0,0,2,2,0,0,0,0
2:26 PM,17,0,0,1,2,0,0,0,0
2:27 PM,16,0,0,1,1,0,0,0,0
2:28 PM,16,0,0,1,1,0,0,0,0
2:29 PM,18,0,0,0,0,0,0,0,0
2:30 PM,16,2,0,0,0,0,0,0,0
2:31 PM,17,0,0,1,1,0,0,0,0
2:32 PM,17,0,0,0,0,0,0,0,0
2:33 PM,17,0,0,0,0,0,0,0,0
2:34 PM,16,0,0,0,0,0,0,0,0
2:35 PM,15,0,0,0,0,0,0,0,0
2:36 PM,15,2,0,0,0,0,0,0,0
2:37 PM,17,0,0,0,0,0,0,0,0
2:38 PM,15,0,0,0,0,0,0,0,0
2:39 PM,15,1,0,0,0,0,0,0,0
2:40 PM,13,0,0,0,0,0,0,0,0
2:41 PM,13,0,0,0,0,0,0,0,0
2:42 PM,14,0,0,0,0,0,0,0,0
2:43 PM,14,0,0,0,0,0,0,0,0
2:44 PM,13,1,0,0,0,0,0,0,0
2:45 PM,12,0,0,0,0,0,0,0,0
2:46 PM,12,0,0,0,0,0,0,0,0
2:47 PM,12,1,0,0,0,0,0,0,0
2:48 PM,13,1,0,0,0,0,0,0,0
2:49 PM,15,1,0,0,0,0,0,0,0
2:50 PM,12,1,0,1,3,0,0,0,0
2:51 PM,15,0,0,0,0,0,0,0,0
2:52 PM,15,0,0,0,0,0,0,0,0
2:53 PM,15,0,0,0,0,90,0,0,0
2:54 PM,15,0,0,0,0,0,0,0,0
2:55 PM,12,0,0,0,0,0,0,0,0
2:56 PM,13,0,0,0,0,0,0,0,0
2:57 PM,13,0,0,0,0,0,0,0,0
2:58 PM,12,0,0,0,0,0,0,0,0
2:59 PM,9,0,0,0,0,0,0,0,0
3:00 PM,13,1,0,0,0,0,0,0,0
3:01 PM,9,0,0,0,0,0,0,0,0
3:02 PM,12,1,0,0,0,0,0,0,0
3:03 PM,14,1,0,0,0,0,0,0,0
3:04 PM,13,1,0,0,0,0,0,0,0
3:05 PM,14,1,0,1,1,0,0,0,0
3:06 PM,12,0,0,0,0,0,0,0,0
3:07 PM,14,0,0,0,0,0,0,0,0
3:08 PM,12,1,0,0,0,0,0,0,0
3:09 PM,14,0,0,0,0,0,0,0,0
3:10 PM,15,0,0,0,0,0,0,0,0
3:11 PM,12,0,0,0,0,0,0,0,0
3:12 PM,11,2,0,0,0,0,0,0,0
3:13 PM,11,0,0,0,0,0,0,0,0
3:14 PM,15,0,0,0,0,0,0,0,0
3:15 PM,15,0,0,0,0,0,0,0,0
3:16 PM,15,0,0,0,0,0,0,0,0
3:17 PM,12,0,0,0,0,0,0,0,0
3:18 PM,17,0,0,0,0,0,0,0,0
3:19 PM,15,0,0,0,0,0,0,0,0
3:20 PM,15,0,0,0,0,0,0,0,0
